attr_key,attr_name,machine_attr,attr_code,unit,ct_ref,attr_desc,result_type,test_key
13165,Quantity,Default,ATTRCODE,ml,BSH,Desc,1,10647
13166,RBC,RBCM,ATTRCODE,Null,BSH,Desc,1,10647
13167,Mononuclear cell,Default,ATTRCODE,%,BSH,Desc,1,10647
13168,Epithelial cells,Default,ATTRCODE,Null,BSH,Desc,1,10647
13169,Candida/Fungal Hyphae,Default,ATTRCODE,Null,BSH,Desc,1,10647
13170,Gram negetive intracellular diplococci,Default,ATTRCODE,Null,BSH,Desc,1,10647
13171,Gram Positive Cocci,Default,ATTRCODE,Null,BSH,Desc,1,10647
13172,Gram Negative Bacilli,Default,ATTRCODE,Null,BSH,Desc,1,10647
13173,Lacto Bacilli,Default,ATTRCODE,Null,BSH,Desc,1,10647
13174,AFB,Default,ATTRCODE,Null,BSH,Desc,1,10647
13175,Pus Cell,WBCM,ATTRCODE,Null,BSH,Desc,1,10647
13176,Colour,C-COLOR,ATTRCODE,Null,BSH,Desc,1,10647
13177,Turbidity,Default,ATTRCODE,Null,BSH,Desc,1,10647
13178,Tracreal Asparate for pneumocystis Jeruvaci/Carini (Microscopy),Default,ATTRCODE,Null,BSH,Desc,1,10648
13179,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10649
13180,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13181,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10649
13182,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13183,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13184,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13185,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10649
13186,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10649
13187,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13188,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13189,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13190,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13191,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10649
13192,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13193,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13194,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10649
13195,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13196,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10649
13197,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13198,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10649
13199,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10649
13200,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10649
13201,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10649
13202,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10649
13203,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13204,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10649
13205,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13206,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10649
13207,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10649
13208,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10649
13209,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10649
13210,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10649
13211,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10649
13212,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13213,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10649
13214,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10649
13215,Mupirocin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13216,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13217,Cefpodoxime,Default,ATTRCODE,Null,BSH,Desc,1,10649
13218,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13219,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13220,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10649
13221,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10649
13222,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13223,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10649
13224,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10649
13225,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13226,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10650
13227,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13228,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10650
13229,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13230,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10650
13231,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10650
13232,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10650
13233,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10650
13234,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10650
13235,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13236,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10650
13237,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13238,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10650
13239,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10650
13240,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10650
13241,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10650
13242,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10650
13243,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10650
13244,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13245,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10650
13246,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13247,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13248,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13249,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10650
13250,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10650
13251,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13252,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13253,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13254,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13255,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10650
13256,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13257,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10650
13258,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13259,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10650
13260,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10650
13261,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10650
13262,Mupirocin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13263,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13264,Cefpodoxime,Default,ATTRCODE,Null,BSH,Desc,1,10650
13265,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13266,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13267,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10650
13268,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13269,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10650
13270,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10650
13271,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13272,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10651
13273,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13274,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10651
13275,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13276,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10651
13277,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10651
13278,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10651
13279,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10651
13280,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10651
13281,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13282,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10651
13283,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13284,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10651
13285,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10651
13286,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10651
13287,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10651
13288,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10651
13289,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10651
13290,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13291,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10651
13292,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13293,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13294,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13295,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10651
13296,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10651
13297,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13298,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13299,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13300,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13301,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10651
13302,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13303,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10651
13304,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13305,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10651
13306,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10651
13307,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13308,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13309,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10651
13310,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10651
13311,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13312,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10651
13313,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10651
13314,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13315,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10652
13316,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13317,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10652
13318,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13319,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10652
13320,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10652
13321,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10652
13322,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10652
13323,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10652
13324,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13325,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10652
13326,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13327,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10652
13328,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10652
13329,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10652
13330,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10652
13331,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10652
13332,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10652
13333,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13334,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10652
13335,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13336,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13337,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13338,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10652
13339,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10652
13340,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13341,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13342,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13343,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13344,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10652
13345,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13346,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10652
13347,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13348,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10652
13349,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10652
13350,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13351,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13352,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13353,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10652
13354,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10652
13355,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13356,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10652
13357,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10652
13358,Creatinine - Body Fluid,Default,ATTRCODE,mg/dL,BSH,Desc,1,10653
13359,Haemoglobin,HGB,ATTRCODE,Null,BSH,Desc,1,10654
13360,HCT (PCV),HCT,ATTRCODE,%,BSH,Desc,1,10655
13361,M.C.V.,MCV,ATTRCODE,fL,BSH,Desc,1,10655
13362,M.C.H.,MCH,ATTRCODE,pg,BSH,Desc,1,10655
13363,M.C.H.C.,MCHC,ATTRCODE,g/dL,BSH,Desc,1,10655
13364,ESR (Westergren Method),ESR,ATTRCODE,mm in 1st hour,BSH,Desc,1,10655
13365,Red Blood Cells,RBC,ATTRCODE,X 10^12/L,BSH,Desc,1,10655
13366,Platelets,PLT,ATTRCODE,X 10^9/L,BSH,Desc,1,10655
13367,White Blood Cells,WBC,ATTRCODE,X 10^9/L,BSH,Desc,1,10655
13368,Neutrophil,NEUT%,ATTRCODE,%,BSH,Desc,1,10655
13369,Lymphocyte,LYMPH%,ATTRCODE,%,BSH,Desc,1,10655
13370,Monocyte,MONO%,ATTRCODE,%,BSH,Desc,1,10655
13371,Eosinophil,EO%,ATTRCODE,%,BSH,Desc,1,10655
13372,Basophil,BASO%,ATTRCODE,%,BSH,Desc,1,10655
13373,Myeloblast,Default,ATTRCODE,%,BSH,Desc,1,10655
13374,Haemoglobin,HGB,ATTRCODE,g/dL,BSH,Desc,1,10655
13375,Lymphoblast,Default,ATTRCODE,%,BSH,Desc,1,10655
13376,Promyelocyte,Default,ATTRCODE,%,BSH,Desc,1,10655
13377,Mature looking lymphocytes,Default,ATTRCODE,Null,BSH,Desc,1,10655
13378,Atypical Cells,Default,ATTRCODE,%,BSH,Desc,1,10655
13379,R.D.W.-C.V.,RDW-CV,ATTRCODE,%,BSH,Desc,1,10655
13380,R.D.W.-S.D.,Default,ATTRCODE,fL,BSH,Desc,1,10655
13381,M.P.V,MPV,ATTRCODE,fL,BSH,Desc,1,10655
13382,Note,Default,ATTRCODE,Null,BSH,Desc,1,10655
13383,Meta Myelocyte,Default,ATTRCODE,%,BSH,Desc,1,10655
13384,Blast,Default,ATTRCODE,%,BSH,Desc,1,10655
13385,Atypical blast cells,Default,ATTRCODE,%,BSH,Desc,1,10655
13386,Others (DC),Default,ATTRCODE,%,BSH,Desc,1,10655
13387,ESR,Default,ATTRCODE,mm in 1st hour,BSH,Desc,1,10655
13388,LUC,Default,ATTRCODE,%,BSH,Desc,1,10655
13389,Blast+ Promyelocyte,Default,ATTRCODE,%,BSH,Desc,1,10655
13390,Blast+ Prolymphocyte,Default,ATTRCODE,%,BSH,Desc,1,10655
13391,Immature  Cells,Default,ATTRCODE,%,BSH,Desc,1,10655
13392,Prolymphocyte,Default,ATTRCODE,%,BSH,Desc,1,10655
13393,Myelocyte,Default,ATTRCODE,%,BSH,Desc,1,10655
13394,P-LCR,Default,ATTRCODE,Null,BSH,Desc,1,10655
13395,Neut,Default,ATTRCODE,Null,BSH,Desc,1,10655
13396,Lymph,Default,ATTRCODE,Null,BSH,Desc,1,10655
13397,mono,Default,ATTRCODE,Null,BSH,Desc,1,10655
13398,eo,Default,ATTRCODE,Null,BSH,Desc,1,10655
13399,baso,Default,ATTRCODE,Null,BSH,Desc,1,10655
13400,NRBC,Default,ATTRCODE,Null,BSH,Desc,1,10655
13401,NEUT,Default,ATTRCODE,Null,BSH,Desc,1,10655
13402,PDW,Default,ATTRCODE,Null,BSH,Desc,1,10655
13403,PCT,Default,ATTRCODE,Null,BSH,Desc,1,10655
13404,Pus cells,Default,ATTRCODE,Null,BSH,Desc,1,10656
13405,Epithelial cells,Default,ATTRCODE,Null,BSH,Desc,1,10656
13406,Trichomonas Veginalis,Default,ATTRCODE,Null,BSH,Desc,1,10656
13407,Yeast cell,Default,ATTRCODE,Null,BSH,Desc,1,10656
13408,Hooklets of Hydatid Cyst,Default,ATTRCODE,Null,BSH,Desc,1,10656
13409,Gram negative extracellur diplococci,Default,ATTRCODE,Null,BSH,Desc,1,10656
13410,Gram negative intracellular diplococci,Default,ATTRCODE,Null,BSH,Desc,1,10656
13411,Gram Positive Cocci,Default,ATTRCODE,Null,BSH,Desc,1,10656
13412,Gram Negative Bacilli,Default,ATTRCODE,Null,BSH,Desc,1,10656
13413,Gram Positive Bacilli,Default,ATTRCODE,Null,BSH,Desc,1,10656
13414,Clue cell,Default,ATTRCODE,Null,BSH,Desc,1,10656
13415,Fungal Hyphae,Default,ATTRCODE,Null,BSH,Desc,1,10656
13416,Cross Match B-Cell,Default,ATTRCODE,Null,BSH,Desc,1,10657
13417,24 hrs Urinary Cortisol,Default,ATTRCODE,?g/ 24hrs,BSH,Desc,1,10658
13418,Urine volume,Default,ATTRCODE,L,BSH,Desc,1,10658
13419,CERALOPLASMIN ASSAY,Default,ATTRCODE,Null,BSH,Desc,1,10659
13420,SPOT TEST FOR DENGUE,Default,ATTRCODE,Null,BSH,Desc,1,10660
13421,Dengue Antibody IgM (ICT),Default,ATTRCODE,Null,BSH,Desc,1,10661
13422,ESR (Westergren Method),ESR,ATTRCODE,mm in 1st hour,BSH,Desc,1,10662
13423,ESR (Capillary Method - Alifax),Default,ATTRCODE,mm in 1st hour,BSH,Desc,1,10662
13424,Haemoglobin,HGB,ATTRCODE,g/dL,BSH,Desc,1,10663
13425,WBC,Default,ATTRCODE,NUNIT,BSH,Desc,1,10664
13426,Platelets,PLT,ATTRCODE,NUNIT,BSH,Desc,1,10664
13427,Malarial Parasite,Default,ATTRCODE,NUNIT,BSH,Desc,1,10664
13428,RBC,RBCM,ATTRCODE,NUNIT,BSH,Desc,1,10664
13429,Comment,Default,ATTRCODE,NUNIT,BSH,Desc,1,10664
13430,VMA 24hrs Urine,Default,ATTRCODE,mg/24hrs,BSH,Desc,1,10665
13431,24 Hrs Urine Volume,Default,ATTRCODE,ml/24hrs,BSH,Desc,1,10665
13432,Blood Bag No :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13433,2. Anti HCV,Default,ATTRCODE,Null,BSH,Desc,1,10666
13434,4. Syphilis (VDRL),Default,ATTRCODE,Null,BSH,Desc,1,10666
13435,5. Malarial Parasite (ICT),Default,ATTRCODE,Null,BSH,Desc,1,10666
13436,Unit :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13437,Patient's Blood Grouping Report :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13438,Blood Group :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13439,Rh Type :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13440,Donor information :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13441,Donor Name :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13442,Age :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13443,Gender :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13444,Blood Component :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13445,Cross Match with donor :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13446,Screening Test Done :,Default,ATTRCODE,Null,BSH,Desc,1,10666
13447,1. HBsAg,Default,ATTRCODE,Null,BSH,Desc,1,10666
13448,Urinary Creatinine,CREA,ATTRCODE,g/L,BSH,Desc,1,10667
13449,Albumin Creatinine Ratio,Default,ATTRCODE,mg/g,BSH,Desc,1,10667
13450,Urinary Micro Albumin,Default,ATTRCODE,mg/L,BSH,Desc,1,10667
13451,Anti-Cardiolipin AB,Default,ATTRCODE,Null,BSH,Desc,1,10668
13452,Anti-Cardiolipin -IgG,Default,ATTRCODE,U/mL,BSH,Desc,1,10668
13453,Anti-Cardiolipin -IgM,Default,ATTRCODE,U/mL,BSH,Desc,1,10668
13454,Urine for Myoglobin,Default,ATTRCODE,Null,BSH,Desc,1,10669
13455,Semen for Fructose,Default,ATTRCODE,Null,BSH,Desc,1,10670
13456,U. Opiate,Default,ATTRCODE,Null,BSH,Desc,1,10671
13457,Growth Hormone 1 hr after 50 gm Syndopa,Default,ATTRCODE,ng/mL,BSH,Desc,1,10672
13458,Growth Hormone 1/2 hr after 275 mg Syndopa,Default,ATTRCODE,ng/mL,BSH,Desc,1,10673
13459,Growth Hormone 1 hr after 275 mg Syndopa,Default,ATTRCODE,ng/mL,BSH,Desc,1,10673
13460,Growth Hormone Basal,Default,ATTRCODE,ng/mL,BSH,Desc,1,10673
13461,Growth Hormone 1/2 hr after 275 mg Syndopa,Default,ATTRCODE,ng/mL,BSH,Desc,1,10674
13462,Growth Hormone 1 hr after 275 mg Syndopa,Default,ATTRCODE,ng/mL,BSH,Desc,1,10675
13463,CD30,Default,ATTRCODE,Null,BSH,Desc,1,10676
13464,T3,256,ATTRCODE,ng/ml,BSH,Desc,1,10677
13465,Paps Smear,Default,ATTRCODE,Null,BSH,Desc,1,10678
13466,CK,Default,ATTRCODE,Null,BSH,Desc,1,10679
13467,Histopathology,Default,ATTRCODE,Null,BSH,Desc,1,10680
13468,CK 5/6,Default,ATTRCODE,Null,BSH,Desc,1,10681
13469,HISTOPATH - BLOCK SUPPLY,Default,ATTRCODE,Null,BSH,Desc,1,10682
13470,HISTOPATH - SAMPLE SUPPLY,Default,ATTRCODE,Null,BSH,Desc,1,10683
13471,FROZEN SECTION,Default,ATTRCODE,Null,BSH,Desc,1,10684
13472,RENAL BIOPSY,Default,ATTRCODE,Null,BSH,Desc,1,10685
13473,AFP (Alpha-Feto-Protein),3,ATTRCODE,ng/ml,BSH,Desc,1,10686
13474,U. Cannabinoid,Default,ATTRCODE,Null,BSH,Desc,1,10687
13475,U. Benzodiazepines,Default,ATTRCODE,Null,BSH,Desc,1,10688
13476,2 hrs After Dinner,Default,ATTRCODE,mmol/L,BSH,Desc,1,10689
13477,Corresponding urine sugar,Default,ATTRCODE,Null,BSH,Desc,1,10689
13478,Blood Bag No :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13479,Unit :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13480,Patient's Blood Grouping Report :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13481,Blood Group :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13482,Rh Type :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13483,Donor information :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13484,Donor Name :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13485,Age :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13486,Gender :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13487,Blood Component :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13488,Cross Match with donor :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13489,Screening Test Done :,Default,ATTRCODE,Null,BSH,Desc,1,10690
13490,1. HBsAg,Default,ATTRCODE,Null,BSH,Desc,1,10690
13491,2. Anti HCV,Default,ATTRCODE,Null,BSH,Desc,1,10690
13492,3. HIV I & II,Default,ATTRCODE,Null,BSH,Desc,1,10690
13493,4. Syphilis (VDRL),Default,ATTRCODE,Null,BSH,Desc,1,10690
13494,5. Malarial Parasite (ICT),Default,ATTRCODE,Null,BSH,Desc,1,10690
13495,Blood G6P-DH,Default,ATTRCODE,U/g Hb,BSH,Desc,1,10691
13496,Haemoglobin,HGB,ATTRCODE,g/dL,BSH,Desc,1,10691
13497,Haptoglobin,Default,ATTRCODE,g/l,BSH,Desc,1,10692
13498,Blood glucose level,GLU,ATTRCODE,mmol/L,SNOMED CT,Desc,1,10693
13499,Default,Default,ATTRCODE,Null,BSH,Desc,1,10693
13500,Corresponding urine sugar,Default,ATTRCODE,Null,BSH,Desc,1,10693
13501,Corresponding urine sugar,Default,ATTRCODE,Null,BSH,Desc,1,10694
13502,1hr after 75gms glucose,Default,ATTRCODE,mmol/L,BSH,Desc,1,10694
13503,Fasting blood glucose,Default,ATTRCODE,mmol/L,BSH,Desc,1,10694
13504,2hrs after 75gms glucose,Default,ATTRCODE,mmol/L,BSH,Desc,1,10694
13505,Corresponding Urine Suger,Default,ATTRCODE,mmol/L,BSH,Desc,1,10695
13506,Blood glucose level,GLU,ATTRCODE,mmol/L,SNOMED CT,Desc,1,10695
13507,BUN,Default,ATTRCODE,mg/dL,BSH,Desc,1,10696
13508,Default,Default,ATTRCODE,Null,BSH,Desc,1,10697
13509,Tissue For AFB,Default,ATTRCODE,Null,BSH,Desc,1,10698
13510,EML4-ALK Fusion Gene,Default,ATTRCODE,Null,BSH,Desc,1,10699
13511,HMB45,Default,ATTRCODE,Null,BSH,Desc,1,10700
13512,FDP,Default,ATTRCODE,ug/ml,BSH,Desc,1,10701
13513,HSV 1 & 2 IgM,Default,ATTRCODE,Null,BSH,Desc,1,10702
13514,Serum Chlamydia Trachomatis IgG,Default,ATTRCODE,Null,BSH,Desc,1,10703
13515,Anti-TB IgG,Default,ATTRCODE,Null,BSH,Desc,1,10704
13516,Anti-TB IgA,Default,ATTRCODE,Null,BSH,Desc,1,10704
13517,Anti-TB IgM,Default,ATTRCODE,Null,BSH,Desc,1,10704
13518,Rubella IgM,Rubella IgM,ATTRCODE,Null,BSH,Desc,1,10705
13519,Default,Default,ATTRCODE,Null,BSH,Desc,1,10705
13520,Toxoplasma IgG,Default,ATTRCODE,IU/mL,BSH,Desc,1,10706
